Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Air India,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-11-19 03:58:00,2025-11-19 17:50:09,13.869191556733735,1 Stop,Boeing 777,First Class,Online Website,151243.14364390014,28686.47154658502,179929.61519048517,Regular,37
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-10-24 13:48:00,2025-10-24 17:59:47,4.196476732476454,Direct,Boeing 737,First Class,Online Website,213915.09418625908,36087.26412793886,250002.35831419795,Regular,72
Singapore Airlines,JSR,Jessore Airport,ZYL,"Osmani International Airport, Sylhet",2025-10-16 08:46:00,2025-10-16 09:58:01,1.2003823254507693,Direct,Airbus A320,First Class,Online Website,9655.250343146241,200.0,9855.250343146241,Regular,62
Etihad Airways,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-10-26 08:33:00,2025-10-26 09:35:46,1.0463628523533517,Direct,Airbus A320,Business,Direct Booking,6717.06945383583,200.0,6917.06945383583,Regular,20
Emirates,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-08-28 16:25:00,2025-08-28 17:21:29,0.9416024900346133,Direct,Airbus A320,Business,Travel Agency,7638.855218711687,200.0,7838.855218711687,Regular,32
FlyDubai,JSR,Jessore Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-07-17 17:42:00,2025-07-17 18:12:00,0.5,Direct,Airbus A320,Business,Travel Agency,7972.022239386239,200.0,8172.022239386239,Regular,41
Emirates,BZL,Barisal Airport,SPD,Saidpur Airport,2025-11-03 11:54:00,2025-11-03 13:04:12,1.1700670485794102,Direct,Airbus A320,Business,Online Website,6353.396209006859,200.0,7864.07545080823,Regular,2
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-07-14 04:36:00,2025-07-14 06:10:18,1.5719236120435334,Direct,Airbus A320,Business,Online Website,7870.7900953497465,200.0,8070.7900953497465,Regular,45
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-04-18 17:57:00,2025-04-18 23:23:26,5.440607446650991,2 Stops,Boeing 777,Business,Travel Agency,105927.3816417418,19889.10724626127,125816.48888800306,Regular,83
AirAsia,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2025-11-27 18:34:00,2025-11-27 20:08:31,1.5754832009425295,Direct,Airbus A320,Economy,Online Website,1948.05692746642,200.0,2148.05692746642,Regular,85
IndiGo,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-12-24 14:55:00,2025-12-24 18:55:06,4.001853223560754,Direct,Boeing 737,Economy,Direct Booking,61618.98891524222,13242.848337286332,74861.83725252855,Winter Holidays,11
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-07-05 10:57:00,2025-07-05 19:57:56,9.015720656769766,1 Stop,Boeing 777,First Class,Direct Booking,39411.150709416266,11911.67260641244,51322.823315828704,Regular,52
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",ZYL,"Osmani International Airport, Sylhet",2025-02-17 20:46:00,2025-02-17 21:40:57,0.9160833991482629,Direct,Airbus A320,Economy,Direct Booking,2374.038236133095,200.0,2574.038236133095,Regular,33
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-03-12 13:43:00,2025-03-12 14:25:01,0.7004626567168007,Direct,Airbus A320,Business,Travel Agency,123732.61454627209,20559.892181940813,144292.5067282129,Regular,55
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",BZL,Barisal Airport,2025-02-24 12:20:00,2025-02-24 12:50:00,0.5,Direct,Airbus A320,Economy,Online Website,3767.1093666819734,200.0,3967.1093666819734,Regular,15
Lufthansa,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-08-05 13:34:00,2025-08-05 14:42:45,1.1459854334080348,Direct,Airbus A320,Business,Online Website,4933.186275727802,200.0,5133.186275727802,Regular,53
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-05-11 21:57:00,2025-05-12 01:11:34,3.242821173184813,Direct,Boeing 737,Economy,Direct Booking,13264.608904080378,7989.691335612057,21254.300239692435,Regular,8
FlyDubai,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2025-06-30 03:22:00,2025-06-30 06:40:10,3.3028227128504084,1 Stop,Boeing 737,Business,Travel Agency,108779.31886019834,22316.897829029753,131096.21668922808,Regular,41
FlyDubai,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-08-04 21:12:00,2025-08-05 01:11:05,3.9847391402808934,Direct,Boeing 737,Economy,Direct Booking,37631.155108492516,9644.673266273876,47275.828374766395,Regular,57
Biman Bangladesh Airlines,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2026-02-19 05:16:00,2026-02-19 18:15:49,12.997067454225958,1 Stop,Boeing 777,First Class,Direct Booking,193550.83783408994,35032.62567511349,228583.46350920343,Winter Holidays,80
FlyDubai,BZL,Barisal Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-04-08 08:38:00,2025-04-08 09:11:00,0.5501037883467329,Direct,Airbus A320,First Class,Online Website,12429.894831373676,200.0,12629.894831373676,Regular,20
Malaysian Airlines,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-11-02 07:39:00,2025-11-02 08:39:15,1.0043110562024022,Direct,Airbus A320,First Class,Direct Booking,10914.868033561514,200.0,11114.868033561514,Regular,58
US-Bangla Airlines,BZL,Barisal Airport,SPD,Saidpur Airport,2025-10-20 14:14:00,2025-10-20 15:22:08,1.135824366372827,Direct,Airbus A320,Business,Online Website,5155.68932852295,200.0,5355.68932852295,Regular,68
SriLankan Airlines,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-07-12 17:20:00,2025-07-12 18:20:30,1.0085988128121102,Direct,Airbus A320,Economy,Travel Agency,2991.3590755462815,200.0,3191.3590755462815,Regular,57
Air India,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-09-06 04:24:00,2025-09-06 08:43:42,4.328382446926217,Direct,Boeing 737,First Class,Direct Booking,167948.1527898791,29192.222918481864,197140.37570836095,Regular,66
Gulf Air,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2026-02-13 18:30:00,2026-02-14 03:51:37,9.360384945325093,1 Stop,Boeing 777,Economy,Direct Booking,23920.462828422096,9588.069424263314,33508.532252685414,Winter Holidays,46
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",JSR,Jessore Airport,2025-10-14 12:14:00,2025-10-14 13:13:22,0.9895220653486897,Direct,Airbus A320,First Class,Direct Booking,14614.238962433756,200.0,14814.238962433756,Regular,21
Lufthansa,JSR,Jessore Airport,SPD,Saidpur Airport,2025-09-07 13:18:00,2025-09-07 14:12:06,0.9017408765041385,Direct,Airbus A320,First Class,Online Website,10004.120521672132,200.0,10204.120521672132,Regular,56
Qatar Airways,RJH,"Shah Makhdum Airport, Rajshahi",ZYL,"Osmani International Airport, Sylhet",2025-03-23 07:41:00,2025-03-23 08:46:56,1.0989828997942876,Direct,Airbus A320,Economy,Travel Agency,2737.4866234423826,200.0,2937.4866234423826,Regular,42
Qatar Airways,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-01-30 14:48:00,2025-01-30 15:50:46,1.0462267828649585,Direct,Airbus A320,First Class,Travel Agency,12836.709684932775,200.0,13036.709684932775,Regular,6
NovoAir,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-11-02 18:43:00,2025-11-02 19:44:41,1.0282219769469503,Direct,Airbus A320,Business,Direct Booking,6186.4462008000655,200.0,6386.4462008000655,Regular,40
Emirates,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-11-10 01:02:00,2025-11-10 05:18:26,4.27401898862356,Direct,Boeing 737,First Class,Direct Booking,285144.13153430395,46771.61973014559,331915.75126444956,Regular,7
Vistara,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-09-18 12:49:00,2025-09-18 17:11:46,4.379576365462124,Direct,Boeing 787,First Class,Travel Agency,243704.46427938654,40555.66964190798,284260.13392129453,Regular,59
Emirates,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2026-01-19 14:51:00,2026-01-19 21:21:39,6.511084579196732,1 Stop,Airbus A350,First Class,Travel Agency,85866.62200879179,16879.99330131877,102746.61531011056,Winter Holidays,69
SriLankan Airlines,RJH,"Shah Makhdum Airport, Rajshahi",BKK,"Suvarnabhumi Airport, Bangkok",2025-02-14 17:54:00,2025-02-14 20:41:50,2.7973079075010734,Direct,Boeing 737,First Class,Direct Booking,116944.0754565202,23541.61131847803,140485.68677499823,Regular,12
Air India,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-09-03 04:47:00,2025-09-03 05:27:34,0.6761712919550139,Direct,Airbus A320,Economy,Direct Booking,7871.622279846011,3180.7433419769013,11052.365621822912,Regular,64
IndiGo,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2025-08-02 15:23:00,2025-08-02 16:26:44,1.0622540578124904,Direct,Airbus A320,Economy,Direct Booking,2895.9006361058546,200.0,3095.9006361058546,Regular,70
Thai Airways,JSR,Jessore Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-03-14 07:48:00,2025-03-14 10:33:27,2.7575665335899053,Direct,Boeing 737,First Class,Direct Booking,138313.01395458894,26746.95209318834,165059.96604777727,Regular,42
Vistara,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-03-02 00:30:00,2025-03-02 13:54:11,13.403226401497683,1 Stop,Boeing 777,Economy,Online Website,36019.96468784371,11402.994703176557,47422.95939102027,Regular,34
Lufthansa,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2026-02-10 14:16:00,2026-02-10 15:12:42,0.9452491040950936,Direct,Airbus A320,First Class,Travel Agency,9840.940279372935,200.0,10040.940279372935,Winter Holidays,64
Vistara,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-20 00:52:00,2025-09-20 01:36:59,0.749901113117648,Direct,Airbus A320,Economy,Online Website,2923.007236689991,200.0,3123.007236689991,Regular,88
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",BKK,"Suvarnabhumi Airport, Bangkok",2025-05-15 20:23:00,2025-05-15 23:03:01,2.6669448788339305,1 Stop,Boeing 787,Economy,Direct Booking,53763.290255231346,14064.493538284702,67827.78379351605,Regular,40
Saudia,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-11-20 21:16:00,2025-11-20 22:30:36,1.2434810418838198,Direct,Airbus A320,First Class,Online Website,9060.418700654995,200.0,9260.418700654995,Regular,48
Vistara,CGP,"Shah Amanat International Airport, Chittagong",BZL,Barisal Airport,2025-03-11 00:30:00,2025-03-11 01:00:09,0.5026451834919148,Direct,Airbus A320,Economy,Travel Agency,4118.687667056688,200.0,4318.687667056688,Regular,53
Saudia,JSR,Jessore Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-08-30 13:46:00,2025-08-30 14:16:00,0.5,Direct,Airbus A320,Business,Travel Agency,39778.017246146155,7966.702586921923,47744.71983306808,Regular,71
Air Astra,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-05-29 02:11:00,2025-05-29 02:41:00,0.5,Direct,Airbus A320,First Class,Travel Agency,11087.547123954106,200.0,11287.547123954106,Regular,71
Saudia,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-12-27 06:03:00,2025-12-27 20:47:43,14.745320842243311,1 Stop,Airbus A350,First Class,Direct Booking,290835.6381886219,49625.34572829329,340460.9839169152,Winter Holidays,55
British Airways,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-12-11 00:14:00,2025-12-11 02:29:18,2.255219163592262,Direct,Boeing 737,Economy,Online Website,71592.51563580234,12738.87734537035,84331.39298117268,Winter Holidays,37
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JED,"King Abdulaziz International Airport, Jeddah",2025-12-17 21:58:00,2025-12-18 03:49:46,5.862784063198993,1 Stop,Boeing 777,First Class,Direct Booking,259475.99894226115,42921.399841339175,302397.3987836003,Winter Holidays,42
FlyDubai,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-03-05 17:05:00,2025-03-05 18:08:30,1.058413787130268,Direct,Airbus A320,First Class,Travel Agency,9237.867284272661,200.0,9437.867284272661,Regular,52
NovoAir,JSR,Jessore Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-02-16 01:27:00,2025-02-16 01:57:00,0.5,Direct,Airbus A320,Economy,Direct Booking,67088.79399214793,12063.319098822189,94982.53570916413,Regular,1
Etihad Airways,JSR,Jessore Airport,BZL,Barisal Airport,2025-11-05 05:11:00,2025-11-05 05:41:00,0.5,Direct,Airbus A320,Business,Online Website,5731.689206017508,200.0,5931.689206017508,Regular,86
NovoAir,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2026-01-27 23:52:00,2026-01-28 05:19:54,5.465186466458673,1 Stop,Boeing 777,Economy,Travel Agency,14760.069919148194,6214.010487872229,20974.080407020425,Winter Holidays,53
Air Arabia,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-12-15 15:15:00,2025-12-15 16:14:47,0.9964445481105274,Direct,Airbus A320,First Class,Travel Agency,16128.222349785996,200.0,16328.222349785996,Winter Holidays,28
Air Arabia,CGP,"Shah Amanat International Airport, Chittagong",DOH,"Hamad International Airport, Doha",2025-03-19 07:09:00,2025-03-19 11:21:11,4.203110405426444,Direct,Boeing 737,Economy,Travel Agency,32243.043866653952,8836.456579998092,41079.50044665205,Regular,42
Emirates,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-11-30 14:25:00,2025-11-30 14:55:00,0.5,Direct,Airbus A320,Economy,Travel Agency,3890.612120640471,200.0,4090.612120640471,Regular,44
Air Arabia,CGP,"Shah Amanat International Airport, Chittagong",DOH,"Hamad International Airport, Doha",2025-12-03 18:32:00,2025-12-03 23:12:51,4.68097752834445,Direct,Boeing 787,Economy,Travel Agency,56111.05278117649,12416.657917176473,68527.71069835297,Winter Holidays,83
NovoAir,ZYL,"Osmani International Airport, Sylhet",DOH,"Hamad International Airport, Doha",2025-12-18 14:07:00,2025-12-18 18:49:08,4.702298645009946,Direct,Boeing 737,First Class,Travel Agency,251815.80875255808,41772.37131288371,293588.18006544176,Winter Holidays,83
Saudia,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2026-02-24 19:38:00,2026-02-25 01:39:47,6.029908465685569,1 Stop,Boeing 777,First Class,Online Website,267941.15774324135,44191.1736614862,312132.33140472753,Winter Holidays,63
Emirates,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-04-19 18:18:00,2025-04-19 21:51:55,3.5653434345136037,1 Stop,Boeing 737,Business,Travel Agency,109809.48335735398,20471.422503603095,130280.90586095708,Regular,62
FlyDubai,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-08-23 07:06:00,2025-08-23 21:14:17,14.138290679654004,2 Stops,Airbus A350,Business,Travel Agency,18332.784345626693,8749.917651844004,27082.701997470696,Regular,60
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",JED,"King Abdulaziz International Airport, Jeddah",2025-05-01 03:14:00,2025-05-01 08:53:14,5.6541240825970425,1 Stop,Boeing 777,Business,Direct Booking,38237.04182005925,9735.556273008886,47972.59809306813,Regular,40
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",DEL,"Indira Gandhi International Airport, Delhi",2025-08-08 09:25:00,2025-08-08 11:49:20,2.4058135311516784,1 Stop,Boeing 787,Economy,Direct Booking,13363.430495105194,4004.514574265779,17367.945069370973,Regular,6
Cathay Pacific,JSR,Jessore Airport,BZL,Barisal Airport,2025-06-21 12:00:00,2025-06-21 12:30:00,0.5,Direct,Airbus A320,First Class,Online Website,10069.876248794848,200.0,10269.876248794848,Regular,56
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-03-03 09:33:00,2025-03-03 22:55:52,13.38111824488345,1 Stop,Boeing 777,Business,Travel Agency,80327.84543420744,18049.176815131115,118052.42669920626,Regular,3
US-Bangla Airlines,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2026-02-20 19:46:00,2026-02-20 22:22:05,2.601421506757825,Direct,Boeing 737,Economy,Travel Agency,25618.15666104685,9842.723499157028,35460.88016020388,Winter Holidays,62
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",RJH,"Shah Makhdum Airport, Rajshahi",2025-05-06 04:38:00,2025-05-06 06:04:17,1.4383011108279715,Direct,Airbus A320,Economy,Travel Agency,3863.3178891175,200.0,4063.3178891175,Regular,77
SriLankan Airlines,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-03-21 12:40:00,2025-03-21 13:10:00,0.5,Direct,Airbus A320,Business,Direct Booking,4916.610550624472,200.0,5116.610550624472,Regular,41
Qatar Airways,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-03-09 11:17:00,2025-03-09 11:49:49,0.5471494286446835,Direct,Airbus A320,Business,Online Website,7020.408777214728,200.0,7220.408777214728,Regular,52
Vistara,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2026-02-15 19:16:00,2026-02-15 22:11:45,2.929376748763769,Direct,Boeing 787,Economy,Direct Booking,11377.559002098093,7706.6338503147135,19084.192852412805,Winter Holidays,87
FlyDubai,JSR,Jessore Airport,DOH,"Hamad International Airport, Doha",2026-02-25 05:12:00,2026-02-25 09:25:12,4.220220801043113,Direct,Boeing 787,Economy,Travel Agency,62907.109673584804,13436.066451037721,76343.17612462252,Winter Holidays,81
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,SIN,Singapore Changi Airport,2025-04-03 19:46:00,2025-04-03 22:30:51,2.7475023036270287,Direct,Boeing 787,Business,Travel Agency,100453.72741195047,21068.059111792572,121521.78652374304,Regular,11
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-07-03 07:49:00,2025-07-03 10:45:01,2.9336928157076216,1 Stop,Boeing 737,First Class,Travel Agency,94668.64632302956,20200.296948454434,137842.7319257808,Regular,3
Lufthansa,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-02-23 12:43:00,2025-02-24 02:49:15,14.104176441279899,1 Stop,Boeing 777,Business,Online Website,115658.17759853168,23348.72663977975,139006.90423831143,Regular,18
Turkish Airlines,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-07-19 23:43:00,2025-07-20 00:19:52,0.6145692360097703,Direct,Airbus A320,First Class,Direct Booking,77105.23785015717,13565.785677523574,90671.02352768074,Regular,68
Saudia,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-08-20 15:18:00,2025-08-21 05:07:30,13.825118176487338,1 Stop,Boeing 777,Business,Direct Booking,108198.01943885922,22229.702915828882,130427.7223546881,Regular,24
British Airways,ZYL,"Osmani International Airport, Sylhet",DOH,"Hamad International Airport, Doha",2025-06-04 09:40:00,2025-06-04 14:10:18,4.505274297080645,1 Stop,Boeing 787,Business,Online Website,166816.22773428354,29022.43416014253,195838.66189442607,Hajj,51
IndiGo,JSR,Jessore Airport,SPD,Saidpur Airport,2025-04-13 04:21:00,2025-04-13 05:20:18,0.9885615998919376,Direct,Airbus A320,Business,Travel Agency,4988.689538227536,200.0,5188.689538227536,Regular,60
AirAsia,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-02-25 13:10:00,2025-02-25 20:32:49,7.38053238179071,1 Stop,Boeing 777,Economy,Travel Agency,43237.904800046665,10485.685720007,53723.590520053665,Regular,43
Air Astra,JSR,Jessore Airport,RJH,"Shah Makhdum Airport, Rajshahi",2026-02-27 08:55:00,2026-02-27 09:25:00,0.5,Direct,Airbus A320,First Class,Travel Agency,9627.393205741819,200.0,9827.393205741819,Winter Holidays,61
Turkish Airlines,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-04-12 03:45:00,2025-04-12 18:20:28,14.591261508000697,2 Stops,Airbus A350,Economy,Travel Agency,47786.50087989712,13167.975131984567,60954.476011881685,Regular,57
Malaysian Airlines,SPD,Saidpur Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-04-09 18:58:00,2025-04-09 20:47:20,1.8223442592982186,Direct,Boeing 737,First Class,Direct Booking,59277.619593140786,10891.642938971117,70169.2625321119,Regular,57
US-Bangla Airlines,BZL,Barisal Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-03-28 09:50:00,2025-03-28 10:20:00,0.5,Direct,Airbus A320,First Class,Travel Agency,9218.161074461117,200.0,9418.161074461117,Regular,48
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",RJH,"Shah Makhdum Airport, Rajshahi",2025-12-13 17:29:00,2025-12-13 18:42:47,1.2298348612192205,Direct,Airbus A320,Business,Travel Agency,6113.141113165885,200.0,6313.141113165885,Winter Holidays,80
Air India,SPD,Saidpur Airport,IST,Istanbul Airport,2025-11-15 00:18:00,2025-11-15 06:32:04,6.234695533432359,1 Stop,Boeing 777,Business,Online Website,42478.56416681653,10371.78462502248,52850.34879183902,Regular,63
Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-12-06 05:35:00,2025-12-06 20:43:05,15.134846527875089,1 Stop,Airbus A350,Business,Travel Agency,65963.07663149339,15894.461494724008,81857.53812621739,Winter Holidays,44
Etihad Airways,CGP,"Shah Amanat International Airport, Chittagong",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-04-01 16:02:00,2025-04-01 17:06:18,1.0718641369050126,Direct,Airbus A320,Business,Online Website,137280.18714537143,22592.028071805715,159872.21521717714,Eid,68
SriLankan Airlines,BZL,Barisal Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-04-19 00:02:00,2025-04-19 00:51:30,0.8251627548384942,Direct,Airbus A320,Economy,Travel Agency,2753.802887773114,200.0,2953.802887773114,Regular,80
US-Bangla Airlines,SPD,Saidpur Airport,IST,Istanbul Airport,2025-06-18 21:19:00,2025-06-19 03:32:45,6.229315617600368,2 Stops,Boeing 777,Economy,Direct Booking,5064.341713739299,4759.651257060895,9823.992970800195,Regular,81
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-08-07 02:30:00,2025-08-07 03:19:34,0.826223519915549,Direct,Airbus A320,Business,Travel Agency,116052.41154288311,19407.861731432466,135460.27327431558,Regular,6
Vistara,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2026-01-28 02:52:00,2026-01-28 09:02:36,6.176863861129784,1 Stop,Boeing 777,Economy,Online Website,28807.715154158384,8321.157273123757,37128.87242728214,Winter Holidays,89
Vistara,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2025-02-14 19:37:00,2025-02-15 01:01:11,5.4031525867556764,1 Stop,Airbus A350,Business,Travel Agency,60980.46609538661,13147.069914307991,74127.5360096946,Regular,44
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-11-10 03:07:00,2025-11-10 08:39:02,5.533986956465474,2 Stops,Airbus A350,Business,Online Website,104297.34440634937,19644.601660952405,123941.94606730177,Regular,12
Qatar Airways,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-04-24 22:50:00,2025-04-25 04:48:26,5.973941542926947,1 Stop,Airbus A350,Business,Online Website,78906.89575441295,15836.034363161942,94742.9301175749,Regular,12
NovoAir,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-09-13 04:08:00,2025-09-13 11:27:32,7.32572012109837,1 Stop,Boeing 777,Business,Online Website,80105.20346336614,16015.78051950492,96120.98398287105,Regular,8
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-03-16 21:11:00,2025-03-16 23:38:36,2.4601929196639114,1 Stop,Boeing 737,Business,Travel Agency,124923.24386131771,24738.486579197655,149661.73044051536,Regular,13
Malaysian Airlines,BZL,Barisal Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-08-22 16:23:00,2025-08-22 18:57:46,2.57965961058573,Direct,Boeing 787,First Class,Online Website,30787.250768212125,10618.08761523182,41405.338383443945,Regular,34
SriLankan Airlines,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-03-24 01:23:00,2025-03-24 02:02:32,0.6590723349718434,Direct,Airbus A320,Economy,Travel Agency,3460.505494529425,200.0,3660.505494529425,Regular,70
AirAsia,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-07-04 20:43:00,2025-07-05 01:16:48,4.563464702802677,Direct,Boeing 787,Business,Travel Agency,111885.42068554093,20782.81310283114,132668.23378837208,Regular,30
Etihad Airways,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-20 04:21:00,2025-09-20 05:05:31,0.742055474587414,Direct,Airbus A320,First Class,Online Website,11089.38794143173,200.0,11289.38794143173,Regular,50
Biman Bangladesh Airlines,JSR,Jessore Airport,ZYL,"Osmani International Airport, Sylhet",2025-04-17 09:00:00,2025-04-17 10:08:23,1.1398658313434404,Direct,Airbus A320,Economy,Direct Booking,3148.6483131282266,200.0,3348.6483131282266,Regular,25
Air Arabia,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-03-06 03:34:00,2025-03-06 04:46:40,1.2112095366523974,Direct,Airbus A320,Economy,Online Website,1844.5420464193255,200.0,2044.5420464193255,Regular,58
Etihad Airways,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2025-03-16 07:35:00,2025-03-16 16:43:14,9.137361353761957,2 Stops,Airbus A350,Economy,Travel Agency,30170.822877925584,10525.623431688837,40696.44630961442,Regular,17
Vistara,RJH,"Shah Makhdum Airport, Rajshahi",KUL,Kuala Lumpur International Airport,2025-08-19 00:19:00,2025-08-19 03:21:19,3.038664688829466,Direct,Boeing 787,First Class,Direct Booking,92026.86326785489,19804.029490178233,111830.89275803312,Regular,26
Qatar Airways,ZYL,"Osmani International Airport, Sylhet",KUL,Kuala Lumpur International Airport,2025-03-15 01:24:00,2025-03-15 04:36:18,3.2052687232865655,Direct,Boeing 737,Economy,Travel Agency,41522.79068426005,12228.418602639007,53751.20928689906,Regular,36
Vistara,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-08-09 22:20:00,2025-08-09 23:32:57,1.215990460264559,Direct,Airbus A320,First Class,Travel Agency,9191.464953306639,200.0,9391.464953306639,Regular,66
